"NPI","Provider Secondary Practice Location Address- Address Line 1","Provider Secondary Practice Location Address-  Address Line 2","Provider Secondary Practice Location Address - City Name","Provider Secondary Practice Location Address - State Name","Provider Secondary Practice Location Address - Postal Code","Provider Secondary Practice Location Address - Country Code (If outside U.S.)","Provider Secondary Practice Location Address - Telephone Number","Provider Secondary Practice Location Address - Telephone Extension","Provider Practice Location Address - Fax Number"
"1063896298","591 2nd Ave N","","Windom","MN","56101","US","5078312223","",""
"1316555006","3800 S National Ave Ste 400","","Springfield","MO","658075272","US","0000000000","",""
"1497480081","49 Equestrian Dr","","Burlington","NJ","080163062","US","6094960285","",""
"1154338689","1575 Highlands Dr","SUITE 204","Lititz","PA","175437507","US","7176272804","","7176272940"
"1457905242","13123 E 16th Ave","","Aurora","CO","800457106","US","7207771234","",""
"1003460817","221 W 26th St","","Newton","NC","286582821","US","7044642631","",""
"1003460817","338 W 15th St","","Newton","NC","286582906","US","8284650920","",""
"1003460817","873 Northern Dr NW","","Conover","NC","286136513","US","7044644221","",""
"1205141041","1400 S Main St Ste 502","","Fort Worth","TX","761044909","US","8177028400","","8179273982"
"1205141041","2400 17th St","","Columbus","IN","472015351","US","8123763100","",""
"1598013674","3609 200th St","","Bayside","NY","113611112","US","7187996392","",""
"1023390309","4151 Clairmont Avenue","","Chamblee","GA","303413232","US","4046253031","",""
"1023666336","4505 NW Fielding Rd","","Topeka","KS","666182651","US","7852700080","",""
"1023666336","2909 SE Walnut Dr","","Topeka","KS","666052189","US","7852670744","",""
"1023666336","1516 SW 6th Ave","","Topeka","KS","666061696","US","7852700047","",""
"1447708235","Health Science Tower Level 19 Rm 030","","Stony Brook","NY","117948191","US","6314441791","",""
"1134555857","722 15th St NW","","Bemidji","MN","566012528","US","2183082033","",""
"1699326918","110 NW 31st St Fl 3","","Lawton","OK","735056100","US","5802505200","","5802505300"
"1720563463","10 Patewood Dr Ste 1304th","","Greenville","SC","296156317","US","8645225550","","8645225550"
"1720563463","701 Grove Rd Ste 200","","Greenville","SC","296054210","US","8644556968","","8644556968"
"1720563463","10 Patewood Dr Ste 150","","Greenville","SC","296156349","US","8644545612","","8644545121"
"1720563463","112 John St Ste 101","","Easley","SC","296401405","US","8644427585","","8648599648"
"1669461414","1033 Los Palos Dr","","Salinas","CA","939013916","US","8317572058","","8317570232"
"1669461414","1033 Los Palos Dr","","Salinas","CA","939013916","US","8317572058","","8317570232"
"1669461414","3401 W Gore Blvd","","Lawton","OK","735056332","US","5803558620","",""
"1326038001","10506 Second St","","Ft. Drum","NY","13602","US","3157725508","",""
"1003095845","1619 NW Hawthorne Ave","Suite 101","Grants Pass","OR","975266008","US","5419550607","",""
"1760811376","7800 Carlyle Ave Apt 4F","","Miami Beach","FL","331412006","US","3477381199","","6316152397"
"1679728737","232 E Canon Perdido St","","Santa Barbara","CA","931012242","US","8059631433","",""
"1649453820","100 N Murray Hill Rd","","Columbus","OH","432281590","US","6148786400","","6149183421"
"1811049380","6920 Gatwick Dr Ste 200","","Indianapolis","IN","462419619","US","3174551064","","3174551204"
"1306599816","13693 E Iliff Ave Ste 250","","Aurora","CO","800146513","US","7209890025","",""
"1154028066","806 W Diamond Ave Ste 110","","Gaithersburg","MD","208781478","US","3015152901","",""
"1023478237","24 Doctors Ln Ste 202","","Clarion","PA","162148574","US","8336047211","","7242851278"
"1831691732","900 Club Dr","","Westerville","OH","430814909","US","6148992838","",""
"1831691732","30 Aulike St Ste 500","","Kailua","HI","967342752","US","8082638822","",""
"1053703447","212 Dublin Ct","","Mankato","MN","560015184","US","5073518830","",""
"1548620941","18336 Joplin St NW","","Elk River","MN","553301773","US","7633509687","",""
"1649710062","3551 Roger Brooke Dr","General Surgery Residency Program, JBSA","Fort Sam Houston","TX","782344504","US","2109160439","",""
"1265934426","3253 Taylor Rd Ste 200","","Chesapeake","VA","233212452","US","7578811137","","7578811138"
"1972006351","4225 Southpoint Pkwy S","","Jacksonville","FL","322160975","US","9043200680","","9043200800"
"1811486566","1514 Jefferson Hwy Fl 5","","New Orleans","LA","701212483","US","5048425932","",""
"1811486566","1 Childrens Way","","Little Rock","AR","722023500","US","5013641100","","5013644082"
"1811486566","4301 W Markham St # 531","","Little Rock","AR","722057101","US","5015267219","","5015267201"
"1245816347","1948 Al Highway 157 Ste 380","","Cullman","AL","350580611","US","2567054224","","2567054135"
"1245816347","3500 Highway 78 E Ste A","","Jasper","AL","355018908","US","2567054224","","2567054135"
"1245816347","1310 14th Ave SE","","Decatur","AL","356014347","US","2567054224","","2567054135"
"1831215227","3601 The Vanderbilt Clinic","","Nashville","TN","372320001","US","6153223000","",""
"1174150908","205 N East Ave","","Jackson","MI","492011753","US","5172053998","",""
"1265550446","4599 Jlj Ranch Rd","","DE Soto","MO","630203284","US","6362327723","","8665043571"
"1598469223","2422 E Washington St Ste 107","","Bloomington","IL","617041611","US","7085606653","",""
"1518499466","2799 W Grand Blvd","","Detroit","MI","482022608","US","8006536568","",""
"1518499466","110 Irving St NW","Department of Surgery","Washington","DC","200103017","US","2028773536","","2028773699"
"1114380540","1000 Oakland Dr","","Kalamazoo","MI","490081282","US","2693374600","",""
"1922461276","12605 E 16th Ave","","Aurora","CO","800452545","US","7208480000","",""
"1407389679","5317 Roosevelt Ave","","Woodside","NY","113778043","US","9176332202","",""
